# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                 
 1226       1.286487330632e-10       2.618947259735e-12       1.815278239211e-12       0.000000000000e+00 
 1227       1.279875298524e-10       2.647251383555e-12       1.825884899235e-12       0.000000000000e+00 
 1228       1.273273080532e-10       2.675635904287e-12       1.833759702551e-12       0.000000000000e+00 
 1229       1.266682184380e-10       2.704090518365e-12       1.838926325333e-12       0.000000000000e+00 
 1230       1.260104126962e-10       2.732604854568e-12       1.841408663494e-12       0.000000000000e+00 
 1231       1.253540434361e-10       2.761168473877e-12       1.841230833171e-12       0.000000000000e+00 
 1232       1.246992641863e-10       2.789770869339e-12       1.838417171218e-12       0.000000000000e+00 
 1233       1.240462293980e-10       2.818401465932e-12       1.832992235699e-12       0.000000000000e+00 
 1234       1.233950944464e-10       2.847049620424e-12       1.824980806378e-12       0.000000000000e+00 
 1235       1.227460156328e-10       2.875704621238e-12       1.814407885207e-12       0.000000000000e+00 
 1236       1.220991501861e-10       2.904355688314e-12       1.801298696823e-12       0.000000000000e+00 
 1237       1.214546562650e-10       2.932991972968e-12       1.785678689037e-12       0.000000000000e+00 
 1238       1.208126929593e-10       2.961602557763e-12       1.767573533322e-12       0.000000000000e+00 
 1239       1.201734202924e-10       2.990176456361e-12       1.747009125309e-12       0.000000000000e+00 
 1240       1.195369992222e-10       3.018702613394e-12       1.724011585274e-12       0.000000000000e+00 
 1241       1.189035916437e-10       3.047169904321e-12       1.698607258634e-12       0.000000000000e+00 
 1242       1.182733603905e-10       3.075567135295e-12       1.670822716433e-12       0.000000000000e+00 
 1243       1.176464692364e-10       3.103883043020e-12       1.640684755837e-12       0.000000000000e+00 
 1244       1.170230828978e-10       3.132106294619e-12       1.608220400623e-12       0.000000000000e+00 
 1245       1.164033670346e-10       3.160225487494e-12       1.573456901672e-12       0.000000000000e+00 
 1246       1.157874882529e-10       3.188229149187e-12       1.536421737458e-12       0.000000000000e+00 
 1247       1.151756141064e-10       3.216105737247e-12       1.497142614543e-12       0.000000000000e+00 
 1248       1.145679130980e-10       3.243843639086e-12       1.455647468062e-12       0.000000000000e+00 
 1249       1.139645546821e-10       3.271431171849e-12       1.411964462220e-12       0.000000000000e+00 
 1250       1.133657092659e-10       3.298856582270e-12       1.366121990782e-12       0.000000000000e+00 
 1251       1.127715482116e-10       3.326108046538e-12       1.318148677562e-12       0.000000000000e+00 
 1252       1.121822438381e-10       3.353173670159e-12       1.268073376916e-12       0.000000000000e+00 
 1253       1.115979694225e-10       3.380041487818e-12       1.215925174232e-12       0.000000000000e+00 
 1254       1.110188992024e-10       3.406699463242e-12       1.161733386422e-12       0.000000000000e+00 
 1255       1.104452083773e-10       3.433135489061e-12       1.105527562415e-12       0.000000000000e+00 
 1256       1.098770731108e-10       3.459337386674e-12       1.047337483644e-12       0.000000000000e+00 
 1257       1.093146705319e-10       3.485292906106e-12       9.871931645406e-13       0.000000000000e+00 
 1258       1.087581787372e-10       3.510989725877e-12       9.251248530252e-13       0.000000000000e+00 
 1259       1.082077767927e-10       3.536415452859e-12       8.611630309979e-13       0.000000000000e+00 
 1260       1.076636447352e-10       3.561557622142e-12       7.953384148302e-13       0.000000000000e+00 
 1261       1.071259635746e-10       3.586403696895e-12       7.276819558558e-13       0.000000000000e+00 
 1262       1.065949152954e-10       3.610941068229e-12       6.582248408621e-13       0.000000000000e+00 
 1263       1.060706828588e-10       3.635157055058e-12       5.869984925813e-13       0.000000000000e+00 
 1264       1.055534502040e-10       3.659038903963e-12       5.140345701816e-13       0.000000000000e+00 
 1265       1.050434022506e-10       3.682573789056e-12       4.393649697583e-13       0.000000000000e+00 
 1266       1.045407248998e-10       3.705748811840e-12       3.630218248252e-13       0.000000000000e+00 
 1267       1.040456050368e-10       3.728551001071e-12       2.850375068057e-13       0.000000000000e+00 
 1268       1.035582305323e-10       3.750967312623e-12       2.054446255241e-13       0.000000000000e+00 
 1269       1.030787902441e-10       3.772984629349e-12       1.242760296966e-13       0.000000000000e+00 
 1270       1.026074740193e-10       3.794589760945e-12       4.156480742286e-14       0.000000000000e+00 
 1271       1.021444726960e-10       3.815769443808e-12      -4.265571332328e-14       0.000000000000e+00 
 1272       1.016899781049e-10       3.836510340906e-12      -1.283519642022e-13       0.000000000000e+00 
 1273       1.012441830714e-10       3.856799041633e-12      -2.154901360173e-13       0.000000000000e+00 
 1274       1.008072814170e-10       3.876622061677e-12      -3.040361782240e-13       0.000000000000e+00 
 1275       1.003794679616e-10       3.895965842879e-12      -3.939557984386e-13       0.000000000000e+00 
 1276       9.996090429839e-11       3.914818713977e-12      -4.852132924696e-13       0.000000000000e+00 
 1277       9.955161568683e-11       3.933176797691e-12      -5.777680207313e-13       0.000000000000e+00 
 1278       9.915159298195e-11       3.951038171043e-12      -6.715778904821e-13       0.000000000000e+00 
 1279       9.876082675315e-11       3.968400910628e-12      -7.666005210634e-13       0.000000000000e+00 
 1280       9.837930728341e-11       3.985263092615e-12      -8.627932433213e-13       0.000000000000e+00 
 1281       9.800702456864e-11       4.001622792758e-12      -9.601130990298e-13       0.000000000000e+00 
 1282       9.764396831690e-11       4.017478086402e-12      -1.058516840313e-12       0.000000000000e+00 
 1283       9.729012794772e-11       4.032827048488e-12      -1.157960929070e-12       0.000000000000e+00 
 1284       9.694549259138e-11       4.047667753563e-12      -1.258401536392e-12       0.000000000000e+00 
 1285       9.661005108819e-11       4.061998275786e-12      -1.359794541992e-12       0.000000000000e+00 
 1286       9.628379198778e-11       4.075816688933e-12      -1.462095533623e-12       0.000000000000e+00 
 1287       9.596670354837e-11       4.089121066406e-12      -1.565259806502e-12       0.000000000000e+00 
 1288       9.565877373607e-11       4.101909481240e-12      -1.669242362731e-12       0.000000000000e+00 
 1289       9.535999022415e-11       4.114180006107e-12      -1.773997910723e-12       0.000000000000e+00 
 1290       9.507034039235e-11       4.125930713327e-12      -1.879480864623e-12       0.000000000000e+00 
 1291       9.478981132612e-11       4.137159674873e-12      -1.985645343729e-12       0.000000000000e+00 
 1292       9.451838981594e-11       4.147864962376e-12      -2.092445171916e-12       0.000000000000e+00 
 1293       9.425606235662e-11       4.158044647136e-12      -2.199833877060e-12       0.000000000000e+00 
 1294       9.400281514651e-11       4.167696800126e-12      -2.307764690459e-12       0.000000000000e+00 
 1295       9.375863408686e-11       4.176819491998e-12      -2.416190546257e-12       0.000000000000e+00 
 1296       9.352350478109e-11       4.185410793093e-12      -2.525064080863e-12       0.000000000000e+00 
 1297       9.329741253402e-11       4.193468773448e-12      -2.634337632380e-12       0.000000000000e+00 
 1298       9.308034235124e-11       4.200991502799e-12      -2.743963240023e-12       0.000000000000e+00 
 1299       9.287227893832e-11       4.207977050590e-12      -2.853892643540e-12       0.000000000000e+00 
 1300       9.267320670013e-11       4.214423485982e-12      -2.964077282642e-12       0.000000000000e+00 
 1301       9.248310974012e-11       4.220328877857e-12      -3.074468296418e-12       0.000000000000e+00 
 1302       9.230197185959e-11       4.225691294826e-12      -3.185016522761e-12       0.000000000000e+00 
 1303       9.212977655700e-11       4.230508805238e-12      -3.295672497793e-12       0.000000000000e+00 
 1304       9.196650702723e-11       4.234779477181e-12      -3.406386455282e-12       0.000000000000e+00 
 1305       9.181214616088e-11       4.238501378495e-12      -3.517108326070e-12       0.000000000000e+00 
 1306       9.166667654354e-11       4.241672576778e-12      -3.627787737492e-12       0.000000000000e+00 
 1307       9.153008045509e-11       4.244291139389e-12      -3.738374012802e-12       0.000000000000e+00 
 1308       9.140233986897e-11       4.246355133459e-12      -3.848816170591e-12       0.000000000000e+00 
 1309       9.128343645147e-11       4.247862625896e-12      -3.959062924214e-12       0.000000000000e+00 
 1310       9.117335156102e-11       4.248811683392e-12      -4.069062681213e-12       0.000000000000e+00 
 1311       9.107206624746e-11       4.249200372431e-12      -4.178763542735e-12       0.000000000000e+00 
 1312       9.097956125133e-11       4.249026759294e-12      -4.288113302959e-12       0.000000000000e+00 
 1313       9.089581700318e-11       4.248288910069e-12      -4.397059448516e-12       0.000000000000e+00 
 1314       9.082081362280e-11       4.246984890654e-12      -4.505549157913e-12       0.000000000000e+00 
 1315       9.075453091855e-11       4.245112766767e-12      -4.613529300958e-12       0.000000000000e+00 
 1316       9.069694838663e-11       4.242670603951e-12      -4.720946438177e-12       0.000000000000e+00 
 1317       9.064804521036e-11       4.239656467583e-12      -4.827746820241e-12       0.000000000000e+00 
 1318       9.060780025947e-11       4.236068422879e-12      -4.933876387387e-12       0.000000000000e+00 
 1319       9.057619208937e-11       4.231904534900e-12      -5.039280768842e-12       0.000000000000e+00 
 1320       9.055319894046e-11       4.227162868564e-12      -5.143905282245e-12       0.000000000000e+00 
 1321       9.053879873739e-11       4.221841488645e-12      -5.247694933069e-12       0.000000000000e+00 
 1322       9.053296908836e-11       4.215938459788e-12      -5.350594414043e-12       0.000000000000e+00 
 1323       9.053568728440e-11       4.209451846511e-12      -5.452548104577e-12       0.000000000000e+00 
 1324       9.054693029863e-11       4.202379713212e-12      -5.553500070185e-12       0.000000000000e+00 
 1325       9.056665623329e-11       4.194721626057e-12      -5.653399818815e-12       0.000000000000e+00 
 1326       9.059474843804e-11       4.186483176761e-12      -5.752219640526e-12       0.000000000000e+00 
 1327       9.063107077358e-11       4.177671508738e-12      -5.849937458011e-12       0.000000000000e+00 
 1328       9.067548610597e-11       4.168293819864e-12      -5.946531086856e-12       0.000000000000e+00 
 1329       9.072785630469e-11       4.158357362583e-12      -6.041978235361e-12       0.000000000000e+00 
 1330       9.078804224065e-11       4.147869444020e-12      -6.136256504352e-12       0.000000000000e+00 
 1331       9.085590378420e-11       4.136837426085e-12      -6.229343386999e-12       0.000000000000e+00 
 1332       9.093129980315e-11       4.125268725590e-12      -6.321216268633e-12       0.000000000000e+00 
 1333       9.101408816078e-11       4.113170814352e-12      -6.411852426559e-12       0.000000000000e+00 
 1334       9.110412571386e-11       4.100551219307e-12      -6.501229029871e-12       0.000000000000e+00 
 1335       9.120126831068e-11       4.087417522616e-12      -6.589323139273e-12       0.000000000000e+00 
 1336       9.130537078905e-11       4.073777361776e-12      -6.676111706891e-12       0.000000000000e+00 
 1337       9.141628697433e-11       4.059638429731e-12      -6.761571576090e-12       0.000000000000e+00 
 1338       9.153386967745e-11       4.045008474977e-12      -6.845679481287e-12       0.000000000000e+00 
 1339       9.165797069288e-11       4.029895301679e-12      -6.928412047774e-12       0.000000000000e+00 
 1340       9.178844079673e-11       4.014306769772e-12      -7.009745791525e-12       0.000000000000e+00 
 1341       9.192512974469e-11       3.998250795077e-12      -7.089657119018e-12       0.000000000000e+00 
 1342       9.206788627010e-11       3.981735349406e-12      -7.168122327049e-12       0.000000000000e+00 
 1343       9.221655808194e-11       3.964768460675e-12      -7.245117602549e-12       0.000000000000e+00 
 1344       9.237099186284e-11       3.947358213011e-12      -7.320619022396e-12       0.000000000000e+00 
 1345       9.253103326713e-11       3.929512746863e-12      -7.394602553237e-12       0.000000000000e+00 
 1346       9.269652691881e-11       3.911240259111e-12      -7.467044051297e-12       0.000000000000e+00 
 1347       9.286731640963e-11       3.892549003176e-12      -7.537919262201e-12       0.000000000000e+00 
 1348       9.304324429704e-11       3.873447289126e-12      -7.607203820785e-12       0.000000000000e+00 
 1349       9.322415210225e-11       3.853943483793e-12      -7.674873250917e-12       0.000000000000e+00 
 1350       9.340988030824e-11       3.834046010874e-12      -7.740902965308e-12       0.000000000000e+00 
 1351       9.360026835777e-11       3.813763351046e-12      -7.805268265329e-12       0.000000000000e+00 
 1352       9.379515465138e-11       3.793104042075e-12      -7.867944340830e-12       0.000000000000e+00 
 1353       9.399437654545e-11       3.772076678922e-12      -7.928906269952e-12       0.000000000000e+00 
 1354       9.419777035019e-11       3.750689913857e-12      -7.988129018945e-12       0.000000000000e+00 
 1355       9.440517132764e-11       3.728952456565e-12      -8.045587441982e-12       0.000000000000e+00 
 1356       9.461641368973e-11       3.706873074258e-12      -8.101256280979e-12       0.000000000000e+00 
 1357       9.483133059627e-11       3.684460591781e-12      -8.155110165404e-12       0.000000000000e+00 
 1358       9.504975415295e-11       3.661723891727e-12      -8.207123612101e-12       0.000000000000e+00 
 1359       9.527151540940e-11       3.638671914542e-12      -8.257271025099e-12       0.000000000000e+00 
 1360       9.549644435718e-11       3.615313658636e-12      -8.305526695432e-12       0.000000000000e+00 
 1361       9.572436992780e-11       3.591658180491e-12      -8.351864800953e-12       0.000000000000e+00 
 1362       9.595511999074e-11       3.567714594774e-12      -8.396259406149e-12       0.000000000000e+00 
 1363       9.618852135146e-11       3.543492074442e-12      -8.438684461960e-12       0.000000000000e+00 
 1364       9.642439974943e-11       3.518999850856e-12      -8.479113805594e-12       0.000000000000e+00 
 1365       9.666257985613e-11       3.494247213887e-12      -8.517521160338e-12       0.000000000000e+00 
 1366       9.690288527310e-11       3.469243512028e-12      -8.553880135383e-12       0.000000000000e+00 
 1367       9.714513852991e-11       3.443998152500e-12      -8.588164225630e-12       0.000000000000e+00 
 1368       9.738916108221e-11       3.418520601366e-12      -8.620346811513e-12       0.000000000000e+00 
 1369       9.763477330973e-11       3.392820383638e-12      -8.650401158812e-12       0.000000000000e+00 
 1370       9.788179451433e-11       3.366907083385e-12      -8.678300418470e-12       0.000000000000e+00 
 1371       9.813004291795e-11       3.340790343846e-12      -8.704017626406e-12       0.000000000000e+00 
 1372       9.837933566070e-11       3.314479867538e-12      -8.727525703335e-12       0.000000000000e+00 
 1373       9.862948879885e-11       3.287985416364e-12      -8.748797454581e-12       0.000000000000e+00 
 1374       9.888032697064e-11       3.261316662205e-12      -8.767812422124e-12       0.000000000000e+00 
 1375       9.913171251040e-11       3.234482736734e-12      -8.784577520899e-12       0.000000000000e+00 
 1376       9.938351664036e-11       3.207492677027e-12      -8.799106621758e-12       0.000000000000e+00 
 1377       9.963560982956e-11       3.180355574751e-12      -8.811413719410e-12       0.000000000000e+00 
 1378       9.988786179251e-11       3.153080576258e-12      -8.821512932682e-12       0.000000000000e+00 
 1379       1.001401414878e-10       3.125676882691e-12      -8.829418504761e-12       0.000000000000e+00 
 1380       1.003923171167e-10       3.098153750082e-12      -8.835144803453e-12       0.000000000000e+00 
 1381       1.006442561220e-10       3.070520489449e-12      -8.838706321427e-12       0.000000000000e+00 
 1382       1.008958251862e-10       3.042786466902e-12      -8.840117676472e-12       0.000000000000e+00 
 1383       1.011468902306e-10       3.014961103736e-12      -8.839393611742e-12       0.000000000000e+00 
 1384       1.013973164136e-10       2.987053876537e-12      -8.836548996015e-12       0.000000000000e+00 
 1385       1.016469681297e-10       2.959074317279e-12      -8.831598823936e-12       0.000000000000e+00 
 1386       1.018957090077e-10       2.931032013423e-12      -8.824558216274e-12       0.000000000000e+00 
 1387       1.021434019096e-10       2.902936608021e-12      -8.815442420170e-12       0.000000000000e+00 
 1388       1.023899089292e-10       2.874797799811e-12      -8.804266809389e-12       0.000000000000e+00 
 1389       1.026350913906e-10       2.846625343322e-12      -8.791046884572e-12       0.000000000000e+00 
 1390       1.028788098470e-10       2.818429048969e-12      -8.775798273484e-12       0.000000000000e+00 
 1391       1.031209240793e-10       2.790218783157e-12      -8.758536731269e-12       0.000000000000e+00 
 1392       1.033612930946e-10       2.762004468380e-12      -8.739278140700e-12       0.000000000000e+00 
 1393       1.035997751250e-10       2.733796083318e-12      -8.718038512428e-12       0.000000000000e+00 
 1394       1.038362276261e-10       2.705603662943e-12      -8.694833985234e-12       0.000000000000e+00 
 1395       1.040705072757e-10       2.677437298612e-12      -8.669680826284e-12       0.000000000000e+00 
 1396       1.043024699723e-10       2.649307138172e-12      -8.642595431373e-12       0.000000000000e+00 
 1397       1.045319708341e-10       2.621223386060e-12      -8.613594325183e-12       0.000000000000e+00 
 1398       1.047588641972e-10       2.593196303400e-12      -8.582694161528e-12       0.000000000000e+00 
 1399       1.049830036145e-10       2.565236208102e-12      -8.549911723610e-12       0.000000000000e+00 
 1400       1.052042418540e-10       2.537353474969e-12      -8.515263924268e-12       0.000000000000e+00 
 1401       1.054224308980e-10       2.509558535790e-12      -8.478767806230e-12       0.000000000000e+00 
 1402       1.056374219413e-10       2.481861879443e-12      -8.440440542361e-12       0.000000000000e+00 
 1403       1.058490653897e-10       2.454274051993e-12      -8.400299435918e-12       0.000000000000e+00 
 1404       1.060572108591e-10       2.426805656795e-12      -8.358361920801e-12       0.000000000000e+00 
 1405       1.062617071740e-10       2.399467354593e-12      -8.314645561800e-12       0.000000000000e+00 
 1406       1.064624023657e-10       2.372269863617e-12      -8.269168054850e-12       0.000000000000e+00 
 1407       1.066591436714e-10       2.345223959688e-12      -8.221947227282e-12       0.000000000000e+00 
 1408       1.068517775329e-10       2.318340476314e-12      -8.173001038072e-12       0.000000000000e+00 
 1409       1.070401495946e-10       2.291630304791e-12      -8.122347578092e-12       0.000000000000e+00 
 1410       1.072241047029e-10       2.265104394305e-12      -8.070005070364e-12       0.000000000000e+00 
 1411       1.074034869044e-10       2.238773752028e-12      -8.015991870308e-12       0.000000000000e+00 
 1412       1.075781394445e-10       2.212649443224e-12      -7.960326465996e-12       0.000000000000e+00 
 1413       1.077479047662e-10       2.186742591342e-12      -7.903027478399e-12       0.000000000000e+00 
 1414       1.079126245087e-10       2.161064378121e-12      -7.844113661644e-12       0.000000000000e+00 
 1415       1.080721395060e-10       2.135626043687e-12      -7.783603903258e-12       0.000000000000e+00 
 1416       1.082262897856e-10       2.110438886657e-12      -7.721517224426e-12       0.000000000000e+00 
 1417       1.083749145668e-10       2.085514264233e-12      -7.657872780236e-12       0.000000000000e+00 
 1418       1.085178522600e-10       2.060863592308e-12      -7.592689859936e-12       0.000000000000e+00 
 1419       1.086549404646e-10       2.036498345563e-12      -7.525987887180e-12       0.000000000000e+00 
 1420       1.087860159681e-10       2.012430057565e-12      -7.457786420282e-12       0.000000000000e+00 
 1421       1.089109147446e-10       1.988670320874e-12      -7.388105152466e-12       0.000000000000e+00 
 1422       1.090294719534e-10       1.965230787133e-12      -7.316963912117e-12       0.000000000000e+00 
 1423       1.091415469969e-10       1.942121716986e-12      -7.244384822827e-12       0.000000000000e+00 
 1424       1.092470989787e-10       1.919347613298e-12      -7.170398807309e-12       0.000000000000e+00 
 1425       1.093461120185e-10       1.896911543252e-12      -7.095039150823e-12       0.000000000000e+00 
 1426       1.094385702629e-10       1.874816584481e-12      -7.018339347828e-12       0.000000000000e+00 
 1427       1.095244578858e-10       1.853065825086e-12      -6.940333102359e-12       0.000000000000e+00 
 1428       1.096037590885e-10       1.831662363643e-12      -6.861054328408e-12       0.000000000000e+00 
 1429       1.096764580996e-10       1.810609309225e-12      -6.780537150301e-12       0.000000000000e+00 
 1430       1.097425391756e-10       1.789909781411e-12      -6.698815903080e-12       0.000000000000e+00 
 1431       1.098019866002e-10       1.769566910299e-12      -6.615925132878e-12       0.000000000000e+00 
 1432       1.098547846854e-10       1.749583836528e-12      -6.531899597301e-12       0.000000000000e+00 
 1433       1.099009177707e-10       1.729963711281e-12      -6.446774265807e-12       0.000000000000e+00 
 1434       1.099403702239e-10       1.710709696309e-12      -6.360584320082e-12       0.000000000000e+00 
 1435       1.099731264410e-10       1.691824963939e-12      -6.273365154422e-12       0.000000000000e+00 
 1436       1.099991708459e-10       1.673312697091e-12      -6.185152376112e-12       0.000000000000e+00 
 1437       1.100184878912e-10       1.655176089290e-12      -6.095981805804e-12       0.000000000000e+00 
 1438       1.100310620579e-10       1.637418344682e-12      -6.005889477893e-12       0.000000000000e+00 
 1439       1.100368778556e-10       1.620042678048e-12      -5.914911640905e-12       0.000000000000e+00 
 1440       1.100359198226e-10       1.603052314816e-12      -5.823084757864e-12       0.000000000000e+00 
 1441       1.100281725262e-10       1.586450491079e-12      -5.730445506680e-12       0.000000000000e+00 
 1442       1.100136205624e-10       1.570240453605e-12      -5.637030780526e-12       0.000000000000e+00 
 1443       1.099922485564e-10       1.554425459852e-12      -5.542877688215e-12       0.000000000000e+00 
 1444       1.099640411626e-10       1.539008777986e-12      -5.448023554580e-12       0.000000000000e+00 
 1445       1.099289830647e-10       1.523993686889e-12      -5.352505920852e-12       0.000000000000e+00 
 1446       1.098870589757e-10       1.509383476178e-12      -5.256362545043e-12       0.000000000000e+00 
 1447       1.098382536383e-10       1.495181446217e-12      -5.159631402319e-12       0.000000000000e+00 
 1448       1.097825518247e-10       1.481390908131e-12      -5.062350685384e-12       0.000000000000e+00 
 1449       1.097199383369e-10       1.468015183822e-12      -4.964558804858e-12       0.000000000000e+00 
 1450       1.096503980069e-10       1.455057605980e-12      -4.866294389653e-12       0.000000000000e+00 
 1451       1.095739156964e-10       1.442521518099e-12      -4.767596287354e-12       0.000000000000e+00 
 1452       1.094904762976e-10       1.430410274492e-12      -4.668503564601e-12       0.000000000000e+00 
 1453       1.094000647325e-10       1.418727240304e-12      -4.569055507462e-12       0.000000000000e+00 
 1454       1.093026659537e-10       1.407475791524e-12      -4.469291621817e-12       0.000000000000e+00 
 1455       1.091982649443e-10       1.396659315004e-12      -4.369251633734e-12       0.000000000000e+00 
 1456       1.090868467177e-10       1.386281208468e-12      -4.268975489850e-12       0.000000000000e+00 
 1457       1.089683963181e-10       1.376344880532e-12      -4.168503357750e-12       0.000000000000e+00 
 1458       1.088428988207e-10       1.366853750710e-12      -4.067875626342e-12       0.000000000000e+00 
 1459       1.087103393313e-10       1.357811249435e-12      -3.967132906243e-12       0.000000000000e+00 
 1460       1.085707029868e-10       1.349220818073e-12      -3.866316030151e-12       0.000000000000e+00 
 1461       1.084239749555e-10       1.341085908931e-12      -3.765466053230e-12       0.000000000000e+00 
 1462       1.082701404366e-10       1.333409985278e-12      -3.664624253483e-12       0.000000000000e+00 
 1463       1.081091846608e-10       1.326196521354e-12      -3.563832132137e-12       0.000000000000e+00 
 1464       1.079410928904e-10       1.319449002388e-12      -3.463131414018e-12       0.000000000000e+00 
 1465       1.077658504191e-10       1.313170924610e-12      -3.362564047932e-12       0.000000000000e+00 
 1466       1.075834425725e-10       1.307365795265e-12      -3.262172207040e-12       0.000000000000e+00 
 1467       1.073938547079e-10       1.302037132629e-12      -3.161998289245e-12       0.000000000000e+00 
 1468       1.071970722146e-10       1.297188466019e-12      -3.062084917562e-12       0.000000000000e+00 
 1469       1.069930805140e-10       1.292823335813e-12      -2.962474940505e-12       0.000000000000e+00 
 1470       1.067818650596e-10       1.288945293459e-12      -2.863211432458e-12       0.000000000000e+00 
 1471       1.065634113371e-10       1.285557901492e-12      -2.764337694062e-12       0.000000000000e+00 
 1472       1.063377223791e-10       1.282663361080e-12      -2.665893706148e-12       0.000000000000e+00 
 1473       1.061048714968e-10       1.280258379716e-12      -2.567905452250e-12       0.000000000000e+00 
 1474       1.058649500726e-10       1.278338262495e-12      -2.470395490757e-12       0.000000000000e+00 
 1475       1.056180500939e-10       1.276898280796e-12      -2.373386491905e-12       0.000000000000e+00 
 1476       1.053642641545e-10       1.275933672215e-12      -2.276901237966e-12       0.000000000000e+00 
 1477       1.051036854553e-10       1.275439640509e-12      -2.180962623424e-12       0.000000000000e+00 
 1478       1.048364078061e-10       1.275411355528e-12      -2.085593655164e-12       0.000000000000e+00 
 1479       1.045625256259e-10       1.275843953160e-12      -1.990817452647e-12       0.000000000000e+00 
 1480       1.042821339446e-10       1.276732535264e-12      -1.896657248103e-12       0.000000000000e+00 
 1481       1.039953284037e-10       1.278072169609e-12      -1.803136386702e-12       0.000000000000e+00 
 1482       1.037022052574e-10       1.279857889815e-12      -1.710278326748e-12       0.000000000000e+00 
 1483       1.034028613741e-10       1.282084695287e-12      -1.618106639854e-12       0.000000000000e+00 
 1484       1.030973942368e-10       1.284747551157e-12      -1.526645011126e-12       0.000000000000e+00 
 1485       1.027859019449e-10       1.287841388218e-12      -1.435917239350e-12       0.000000000000e+00 
 1486       1.024684832147e-10       1.291361102869e-12      -1.345947237169e-12       0.000000000000e+00 
 1487       1.021452373810e-10       1.295301557043e-12      -1.256759031269e-12       0.000000000000e+00 
 1488       1.018162643976e-10       1.299657578156e-12      -1.168376762563e-12       0.000000000000e+00 
 1489       1.014816648388e-10       1.304423959038e-12      -1.080824686369e-12       0.000000000000e+00 
 1490       1.011415399006e-10       1.309595457872e-12      -9.941271725970e-13       0.000000000000e+00 
 1491       1.007959914013e-10       1.315166798135e-12      -9.083087059311e-13       0.000000000000e+00 
 1492       1.004451217830e-10       1.321132668534e-12      -8.233938860101e-13       0.000000000000e+00 
 1493       1.000890341125e-10       1.327487722945e-12      -7.394074276119e-13       0.000000000000e+00 
 1494       9.972783208244e-11       1.334226580351e-12      -6.563741608362e-13       0.000000000000e+00 
 1495       9.936162001227e-11       1.341343824780e-12      -5.743190312867e-13       0.000000000000e+00 
 1496       9.899050284953e-11       1.348834005241e-12      -4.932671002539e-13       0.000000000000e+00 
 1497       9.861458617084e-11       1.356691635668e-12      -4.132435448983e-13       0.000000000000e+00 
 1498       9.823397618292e-11       1.364911194851e-12      -3.342736584327e-13       0.000000000000e+00 
 1499       9.784877972378e-11       1.373487126381e-12      -2.563828503048e-13       0.000000000000e+00 
 1500       9.745910426373e-11       1.382413838583e-12      -1.795966463805e-13       0.000000000000e+00 
 1501       9.706505790652e-11       1.391685704454e-12      -1.039406891260e-13       0.000000000000e+00 
 1502       9.666674939038e-11       1.401297061607e-12      -2.944073779108e-14       0.000000000000e+00 
 1503       9.626428808911e-11       1.411242212203e-12       4.387733140861e-14       0.000000000000e+00 
 1504       9.585778401321e-11       1.421515422891e-12       1.159875251086e-13       0.000000000000e+00 
 1505       9.544734781088e-11       1.432110924748e-12       1.868637326128e-13       0.000000000000e+00 
 1506       9.503309076921e-11       1.443022913216e-12       2.564797257111e-13       0.000000000000e+00 
 1507       9.461512481518e-11       1.454245548038e-12       3.248091584964e-13       0.000000000000e+00 
 1508       9.419356251676e-11       1.465772953199e-12       3.918255671816e-13       0.000000000000e+00 
 1509       9.376851708404e-11       1.477599216864e-12       4.575023699175e-13       0.000000000000e+00 
 1510       9.334010237027e-11       1.489718391314e-12       5.218128666097e-13       0.000000000000e+00 
 1511       9.290843287293e-11       1.502124492887e-12       5.847302387358e-13       0.000000000000e+00 
 1512       9.247362373488e-11       1.514811501913e-12       6.462275491628e-13       0.000000000000e+00 
 1513       9.203579074539e-11       1.527773362656e-12       7.062777419647e-13       0.000000000000e+00 
 1514       9.159505034123e-11       1.541003983248e-12       7.648536422388e-13       0.000000000000e+00 
 1515       9.115151960778e-11       1.554497235629e-12       8.219279559243e-13       0.000000000000e+00 
 1516       9.070531628008e-11       1.568246955488e-12       8.774732696183e-13       0.000000000000e+00 
 1517       9.025655874395e-11       1.582246942196e-12       9.314620503940e-13       0.000000000000e+00 
 1518       8.980536603706e-11       1.596490958746e-12       9.838666456175e-13       0.000000000000e+00 
 1519       8.935185784998e-11       1.610972731696e-12       1.034659282765e-12       0.000000000000e+00 
 1520       8.889615452733e-11       1.625685951097e-12       1.083812069241e-12       0.000000000000e+00 
 1521       8.843837451752e-11       1.640624093633e-12       1.131302443424e-12       0.000000000000e+00 
 1522       8.797862669308e-11       1.655779890266e-12       1.177129585516e-12       0.000000000000e+00 
 1523       8.751701795864e-11       1.671145853341e-12       1.221298164152e-12       0.000000000000e+00 
 1524       8.705365579651e-11       1.686714452865e-12       1.263812899590e-12       0.000000000000e+00 
 1525       8.658864826758e-11       1.702478116431e-12       1.304678563811e-12       0.000000000000e+00 
 1526       8.612210401230e-11       1.718429229151e-12       1.343899980617e-12       0.000000000000e+00 
 1527       8.565413225165e-11       1.734560133581e-12       1.381482025734e-12       0.000000000000e+00 
