# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                 
  442       2.415973565483e-10       2.437339311159e-12      -8.020804212609e-12       0.000000000000e+00 
  443       2.426704806107e-10       2.417125709216e-12      -8.159123908114e-12       0.000000000000e+00 
  444       2.437707814021e-10       2.396617288503e-12      -8.293148213598e-12       0.000000000000e+00 
  445       2.448973550029e-10       2.375824421583e-12      -8.422837334935e-12       0.000000000000e+00 
  446       2.460492767193e-10       2.354757691479e-12      -8.548151672070e-12       0.000000000000e+00 
  447       2.472256009581e-10       2.333427892866e-12      -8.669051821907e-12       0.000000000000e+00 
  448       2.484253611019e-10       2.311846033267e-12      -8.785498581205e-12       0.000000000000e+00 
  449       2.496475693843e-10       2.290023334240e-12      -8.897452949466e-12       0.000000000000e+00 
  450       2.508912167646e-10       2.267971232574e-12      -9.004876131828e-12       0.000000000000e+00 
  451       2.521552728034e-10       2.245701381481e-12      -9.107729541958e-12       0.000000000000e+00 
  452       2.534386855373e-10       2.223225651789e-12      -9.205974804940e-12       0.000000000000e+00 
  453       2.547403813541e-10       2.200556133131e-12      -9.299573760172e-12       0.000000000000e+00 
  454       2.560592648678e-10       2.177705135143e-12      -9.388488464252e-12       0.000000000000e+00 
  455       2.573942794216e-10       2.154684917035e-12      -9.472686656055e-12       0.000000000000e+00 
  456       2.587445909776e-10       2.131506864375e-12      -9.552158338234e-12       0.000000000000e+00 
  457       2.601094098558e-10       2.108182288357e-12      -9.626899731131e-12       0.000000000000e+00 
  458       2.614879305477e-10       2.084722696067e-12      -9.696907864513e-12       0.000000000000e+00 
  459       2.628793316267e-10       2.061139791525e-12      -9.762180583617e-12       0.000000000000e+00 
  460       2.642827756579e-10       2.037445476718e-12      -9.822716555207e-12       0.000000000000e+00 
  461       2.656974091083e-10       2.013651852634e-12      -9.878515273618e-12       0.000000000000e+00 
  462       2.671223622572e-10       1.989771220300e-12      -9.929577066815e-12       0.000000000000e+00 
  463       2.685567491060e-10       1.965816081817e-12      -9.975903102436e-12       0.000000000000e+00 
  464       2.699996672888e-10       1.941799141392e-12      -1.001749539385e-11       0.000000000000e+00 
  465       2.714501979821e-10       1.917733306378e-12      -1.005435680619e-11       0.000000000000e+00 
  466       2.729074058149e-10       1.893631688309e-12      -1.008649106245e-11       0.000000000000e+00 
  467       2.743703387794e-10       1.869507603930e-12      -1.011390274946e-11       0.000000000000e+00 
  468       2.758380281405e-10       1.845374576240e-12      -1.013659732403e-11       0.000000000000e+00 
  469       2.773094883466e-10       1.821246335522e-12      -1.015458111890e-11       0.000000000000e+00 
  470       2.787837169389e-10       1.797136820380e-12      -1.016786134888e-11       0.000000000000e+00 
  471       2.802596944624e-10       1.773060178776e-12      -1.017644611685e-11       0.000000000000e+00 
  472       2.817363843756e-10       1.749030769063e-12      -1.018034441983e-11       0.000000000000e+00 
  473       2.832127329605e-10       1.725063161021e-12      -1.017956615501e-11       0.000000000000e+00 
  474       2.846876692332e-10       1.701172136894e-12      -1.017412212583e-11       0.000000000000e+00 
  475       2.861601775456e-10       1.677372080114e-12      -1.016402755377e-11       0.000000000000e+00 
  476       2.876295180201e-10       1.653675118779e-12      -1.014931271981e-11       0.000000000000e+00 
  477       2.890950126864e-10       1.630092927379e-12      -1.013001266067e-11       0.000000000000e+00 
  478       2.905559733481e-10       1.606637334680e-12      -1.010616370036e-11       0.000000000000e+00 
  479       2.920117015320e-10       1.583320324431e-12      -1.007780345813e-11       0.000000000000e+00 
  480       2.934614884362e-10       1.560154036077e-12      -1.004497085636e-11       0.000000000000e+00 
  481       2.949046148792e-10       1.537150765468e-12      -1.000770612846e-11       0.000000000000e+00 
  482       2.963403512487e-10       1.514322965569e-12      -9.966050826823e-12       0.000000000000e+00 
  483       2.977679574500e-10       1.491683247172e-12      -9.920047830690e-12       0.000000000000e+00 
  484       2.991866828549e-10       1.469244379607e-12      -9.869741354090e-12       0.000000000000e+00 
  485       3.005957662506e-10       1.447019291447e-12      -9.815176953741e-12       0.000000000000e+00 
  486       3.019944357879e-10       1.425021071227e-12      -9.756401536964e-12       0.000000000000e+00 
  487       3.033819089306e-10       1.403262968147e-12      -9.693463369594e-12       0.000000000000e+00 
  488       3.047573924037e-10       1.381758392788e-12      -9.626412083892e-12       0.000000000000e+00 
  489       3.061200821424e-10       1.360520917818e-12      -9.555298686455e-12       0.000000000000e+00 
  490       3.074691632407e-10       1.339564278704e-12      -9.480175566128e-12       0.000000000000e+00 
  491       3.088038099001e-10       1.318902374424e-12      -9.401096501919e-12       0.000000000000e+00 
  492       3.101231853785e-10       1.298549268177e-12      -9.318116670905e-12       0.000000000000e+00 
  493       3.114264419386e-10       1.278519188090e-12      -9.231292656145e-12       0.000000000000e+00 
  494       3.127127207972e-10       1.258826527932e-12      -9.140682454596e-12       0.000000000000e+00 
  495       3.139811520731e-10       1.239485847827e-12      -9.046345485018e-12       0.000000000000e+00 
  496       3.152309304234e-10       1.220510971420e-12      -8.948343216725e-12       0.000000000000e+00 
  497       3.164615444938e-10       1.201912246846e-12      -8.846741060036e-12       0.000000000000e+00 
  498       3.176725540961e-10       1.183699206835e-12      -8.741606546854e-12       0.000000000000e+00 
  499       3.188635151156e-10       1.165881465258e-12      -8.633008723039e-12       0.000000000000e+00 
  500       3.200339794966e-10       1.148468717393e-12      -8.521018156623e-12       0.000000000000e+00 
  501       3.211834952280e-10       1.131470740199e-12      -8.405706946017e-12       0.000000000000e+00 
  502       3.223116063289e-10       1.114897392585e-12      -8.287148728232e-12       0.000000000000e+00 
  503       3.234178528341e-10       1.098758615681e-12      -8.165418687090e-12       0.000000000000e+00 
  504       3.245017707797e-10       1.083064433111e-12      -8.040593561435e-12       0.000000000000e+00 
  505       3.255628921886e-10       1.067824951258e-12      -7.912751653351e-12       0.000000000000e+00 
  506       3.266007450562e-10       1.053050359539e-12      -7.781972836373e-12       0.000000000000e+00 
  507       3.276148533360e-10       1.038750930676e-12      -7.648338563703e-12       0.000000000000e+00 
  508       3.286047369249e-10       1.024937020964e-12      -7.511931876421e-12       0.000000000000e+00 
  509       3.295699116490e-10       1.011619070542e-12      -7.372837411699e-12       0.000000000000e+00 
  510       3.305098892490e-10       9.988076036658e-13      -7.231141411018e-12       0.000000000000e+00 
  511       3.314241773660e-10       9.865132289763e-13      -7.086931728376e-12       0.000000000000e+00 
  512       3.323122795270e-10       9.747466397715e-13      -6.940297838509e-12       0.000000000000e+00 
  513       3.331736951301e-10       9.635186142763e-13      -6.791330845099e-12       0.000000000000e+00 
  514       3.340079194308e-10       9.528400159136e-13      -6.640123488987e-12       0.000000000000e+00 
  515       3.348144435267e-10       9.427217935744e-13      -6.486770156393e-12       0.000000000000e+00 
  516       3.355927543438e-10       9.331749818892e-13      -6.331366887124e-12       0.000000000000e+00 
  517       3.363423346216e-10       9.242107014977e-13      -6.174011382789e-12       0.000000000000e+00 
  518       3.370627290980e-10       9.158390989950e-13      -6.014800140088e-12       0.000000000000e+00 
  519       3.377537451363e-10       9.080661334746e-13      -5.853819745439e-12       0.000000000000e+00 
  520       3.384152577054e-10       9.008967002472e-13      -5.691155351997e-12       0.000000000000e+00 
  521       3.390471437059e-10       8.943356827988e-13      -5.526893539377e-12       0.000000000000e+00 
  522       3.396492819851e-10       8.883879525883e-13      -5.361122320580e-12       0.000000000000e+00 
  523       3.402215533521e-10       8.830583688445e-13      -5.193931148930e-12       0.000000000000e+00 
  524       3.407638405929e-10       8.783517783636e-13      -5.025410924996e-12       0.000000000000e+00 
  525       3.412760284855e-10       8.742730153066e-13      -4.855654003531e-12       0.000000000000e+00 
  526       3.417580038153e-10       8.708269009964e-13      -4.684754200396e-12       0.000000000000e+00 
  527       3.422096553895e-10       8.680182437154e-13      -4.512806799494e-12       0.000000000000e+00 
  528       3.426308740532e-10       8.658518385026e-13      -4.339908559699e-12       0.000000000000e+00 
  529       3.430215527037e-10       8.643324669509e-13      -4.166157721788e-12       0.000000000000e+00 
  530       3.433815863060e-10       8.634648970047e-13      -3.991654015369e-12       0.000000000000e+00 
  531       3.437108719078e-10       8.632538827570e-13      -3.816498665813e-12       0.000000000000e+00 
  532       3.440093086548e-10       8.637041642467e-13      -3.640794401185e-12       0.000000000000e+00 
  533       3.442767978055e-10       8.648204672562e-13      -3.464645459172e-12       0.000000000000e+00 
  534       3.445132427466e-10       8.666075031081e-13      -3.288157594019e-12       0.000000000000e+00 
  535       3.447185490078e-10       8.690699684635e-13      -3.111438083450e-12       0.000000000000e+00 
  536       3.448926242774e-10       8.722125451184e-13      -2.934595735608e-12       0.000000000000e+00 
  537       3.450353784170e-10       8.760398998015e-13      -2.757740895981e-12       0.000000000000e+00 
  538       3.451467234767e-10       8.805566839714e-13      -2.580985454331e-12       0.000000000000e+00 
  539       3.452265737103e-10       8.857675336139e-13      -2.404442851629e-12       0.000000000000e+00 
  540       3.452748455904e-10       8.916770690396e-13      -2.228228086981e-12       0.000000000000e+00 
  541       3.452915022674e-10       8.982889082590e-13      -2.052451572363e-12       0.000000000000e+00 
  542       3.452766882306e-10       9.056026783411e-13      -1.877200501012e-12       0.000000000000e+00 
  543       3.452305983000e-10       9.136169232417e-13      -1.702556991398e-12       0.000000000000e+00 
  544       3.451534335439e-10       9.223300823453e-13      -1.528604198473e-12       0.000000000000e+00 
  545       3.450454013116e-10       9.317404898589e-13      -1.355426318085e-12       0.000000000000e+00 
  546       3.449067152671e-10       9.418463742056e-13      -1.183108591391e-12       0.000000000000e+00 
  547       3.447375954222e-10       9.526458574182e-13      -1.011737309268e-12       0.000000000000e+00 
  548       3.445382681699e-10       9.641369545330e-13      -8.413998167250e-13       0.000000000000e+00 
  549       3.443089663179e-10       9.763175729832e-13      -6.721845173192e-13       0.000000000000e+00 
  550       3.440499291214e-10       9.891855119926e-13      -5.041808775656e-13       0.000000000000e+00 
  551       3.437614023170e-10       1.002738461969e-12      -3.374794313507e-13       0.000000000000e+00 
  552       3.434436381553e-10       1.016974003900e-12      -1.721717843453e-13       0.000000000000e+00 
  553       3.430968954351e-10       1.031889608741e-12      -8.350618416843e-15       0.000000000000e+00 
  554       3.427214395358e-10       1.047482636816e-12       1.538903039575e-13       0.000000000000e+00 
  555       3.423175424514e-10       1.063750337207e-12       3.144561352785e-13       0.000000000000e+00 
  556       3.418854828234e-10       1.080689847148e-12       4.732509386120e-13       0.000000000000e+00 
  557       3.414255459742e-10       1.098298191418e-12       6.301776831761e-13       0.000000000000e+00 
  558       3.409380239406e-10       1.116572281738e-12       7.851382399288e-13       0.000000000000e+00 
  559       3.404232155067e-10       1.135508916160e-12       9.380333771551e-13       0.000000000000e+00 
  560       3.398814262376e-10       1.155104778466e-12       1.088762756054e-12       0.000000000000e+00 
  561       3.393129685126e-10       1.175356437557e-12       1.237224926328e-12       0.000000000000e+00 
  562       3.387181615583e-10       1.196260346846e-12       1.383317321765e-12       0.000000000000e+00 
  563       3.380973314821e-10       1.217812843657e-12       1.526936255832e-12       0.000000000000e+00 
  564       3.374508113055e-10       1.240010148616e-12       1.667976917259e-12       0.000000000000e+00 
  565       3.367789555551e-10       1.262847731713e-12       1.806341800187e-12       0.000000000000e+00 
  566       3.360821843815e-10       1.286318393787e-12       1.941966242288e-12       0.000000000000e+00 
  567       3.353609406430e-10       1.310414134402e-12       2.074793536093e-12       0.000000000000e+00 
  568       3.346156754898e-10       1.335126779861e-12       2.204766552745e-12       0.000000000000e+00 
  569       3.338468484026e-10       1.360447982361e-12       2.331827740745e-12       0.000000000000e+00 
  570       3.330549272309e-10       1.386369219150e-12       2.455919124706e-12       0.000000000000e+00 
  571       3.322403882328e-10       1.412881791683e-12       2.576982304108e-12       0.000000000000e+00 
  572       3.314037161126e-10       1.439976824777e-12       2.694958452050e-12       0.000000000000e+00 
  573       3.305454040606e-10       1.467645265766e-12       2.809788313997e-12       0.000000000000e+00 
  574       3.296659537910e-10       1.495877883662e-12       2.921412206540e-12       0.000000000000e+00 
  575       3.287658755813e-10       1.524665268304e-12       3.029770016143e-12       0.000000000000e+00 
  576       3.278456883108e-10       1.553997829519e-12       3.134801197898e-12       0.000000000000e+00 
  577       3.269059194993e-10       1.583865796277e-12       3.236444774275e-12       0.000000000000e+00 
  578       3.259471053461e-10       1.614259215844e-12       3.334639333877e-12       0.000000000000e+00 
  579       3.249697907684e-10       1.645167952942e-12       3.429323030191e-12       0.000000000000e+00 
  580       3.239745294406e-10       1.676581688905e-12       3.520433580339e-12       0.000000000000e+00 
  581       3.229618838325e-10       1.708489920830e-12       3.607908263835e-12       0.000000000000e+00 
  582       3.219324252484e-10       1.740881960737e-12       3.691683921330e-12       0.000000000000e+00 
  583       3.208867338660e-10       1.773746934728e-12       3.771696953371e-12       0.000000000000e+00 
  584       3.198253987748e-10       1.807073782133e-12       3.847883319151e-12       0.000000000000e+00 
  585       3.187490180148e-10       1.840851254678e-12       3.920178535261e-12       0.000000000000e+00 
  586       3.176581986160e-10       1.875067915633e-12       3.988517674441e-12       0.000000000000e+00 
  587       3.165535566362e-10       1.909712138968e-12       4.052835364337e-12       0.000000000000e+00 
  588       3.154357172006e-10       1.944772108514e-12       4.113065786246e-12       0.000000000000e+00 
  589       3.143053145399e-10       1.980235817116e-12       4.169142673876e-12       0.000000000000e+00 
  590       3.131629737129e-10       2.016091037671e-12       4.221008055941e-12       0.000000000000e+00 
  591       3.120092551988e-10       2.052325237164e-12       4.268638723574e-12       0.000000000000e+00 
  592       3.108447090132e-10       2.088925658847e-12       4.312020413859e-12       0.000000000000e+00 
  593       3.096698929338e-10       2.125879349305e-12       4.351139126873e-12       0.000000000000e+00 
  594       3.084853725325e-10       2.163173157608e-12       4.385981127447e-12       0.000000000000e+00 
  595       3.072917212080e-10       2.200793734457e-12       4.416532946930e-12       0.000000000000e+00 
  596       3.060895202184e-10       2.238727531325e-12       4.442781384949e-12       0.000000000000e+00 
  597       3.048793587136e-10       2.276960799612e-12       4.464713511169e-12       0.000000000000e+00 
  598       3.036618337673e-10       2.315479589783e-12       4.482316667058e-12       0.000000000000e+00 
  599       3.024375504104e-10       2.354269750519e-12       4.495578467647e-12       0.000000000000e+00 
  600       3.012071216624e-10       2.393316927862e-12       4.504486803288e-12       0.000000000000e+00 
  601       2.999711685649e-10       2.432606564360e-12       4.509029841422e-12       0.000000000000e+00 
  602       2.987303202131e-10       2.472123898218e-12       4.509196028335e-12       0.000000000000e+00 
  603       2.974852137890e-10       2.511853962438e-12       4.504974090923e-12       0.000000000000e+00 
  604       2.962364945936e-10       2.551781583970e-12       4.496353038452e-12       0.000000000000e+00 
  605       2.949848160790e-10       2.591891382856e-12       4.483322164319e-12       0.000000000000e+00 
  606       2.937308398816e-10       2.632167771376e-12       4.465871047813e-12       0.000000000000e+00 
  607       2.924752358541e-10       2.672594953196e-12       4.443989555881e-12       0.000000000000e+00 
  608       2.912186820977e-10       2.713156922515e-12       4.417667844882e-12       0.000000000000e+00 
  609       2.899618649954e-10       2.753837463207e-12       4.386896362357e-12       0.000000000000e+00 
  610       2.887054792436e-10       2.794620147973e-12       4.351665848782e-12       0.000000000000e+00 
  611       2.874502278850e-10       2.835488337482e-12       4.311967339336e-12       0.000000000000e+00 
  612       2.861968223411e-10       2.876425179522e-12       4.267792165661e-12       0.000000000000e+00 
  613       2.849459824445e-10       2.917413608141e-12       4.219131957619e-12       0.000000000000e+00 
  614       2.836984364713e-10       2.958436342800e-12       4.165978645062e-12       0.000000000000e+00 
  615       2.824549211738e-10       2.999475887514e-12       4.108324459585e-12       0.000000000000e+00 
  616       2.812161353220e-10       3.040515230961e-12       4.046168562062e-12       0.000000000000e+00 
  617       2.799825990557e-10       3.081539966732e-12       3.979537093817e-12       0.000000000000e+00 
  618       2.787547912701e-10       3.122536221540e-12       3.908463603187e-12       0.000000000000e+00 
  619       2.775331958230e-10       3.163489958172e-12       3.832982466523e-12       0.000000000000e+00 
  620       2.763183015527e-10       3.204386974852e-12       3.753128892044e-12       0.000000000000e+00 
  621       2.751106022959e-10       3.245212904613e-12       3.668938923692e-12       0.000000000000e+00 
  622       2.739105969051e-10       3.285953214659e-12       3.580449444984e-12       0.000000000000e+00 
  623       2.727187892671e-10       3.326593205738e-12       3.487698182868e-12       0.000000000000e+00 
  624       2.715356883199e-10       3.367118011507e-12       3.390723711572e-12       0.000000000000e+00 
  625       2.703618080711e-10       3.407512597898e-12       3.289565456461e-12       0.000000000000e+00 
  626       2.691976676157e-10       3.447761762490e-12       3.184263697889e-12       0.000000000000e+00 
  627       2.680437911535e-10       3.487850133873e-12       3.074859575053e-12       0.000000000000e+00 
  628       2.669007080070e-10       3.527762171017e-12       2.961395089847e-12       0.000000000000e+00 
  629       2.657689526394e-10       3.567482162639e-12       2.843913110713e-12       0.000000000000e+00 
  630       2.646490646723e-10       3.606994226573e-12       2.722457376498e-12       0.000000000000e+00 
  631       2.635415889034e-10       3.646282309134e-12       2.597072500305e-12       0.000000000000e+00 
  632       2.624470753243e-10       3.685330184486e-12       2.467803973347e-12       0.000000000000e+00 
  633       2.613660791382e-10       3.724121454013e-12       2.334698168799e-12       0.000000000000e+00 
  634       2.602991607780e-10       3.762639545685e-12       2.197802345657e-12       0.000000000000e+00 
  635       2.592468859237e-10       3.800867713423e-12       2.057164652584e-12       0.000000000000e+00 
  636       2.582098255205e-10       3.838789036470e-12       1.912834131767e-12       0.000000000000e+00 
  637       2.571885557965e-10       3.876386418757e-12       1.764860722773e-12       0.000000000000e+00 
  638       2.561836582801e-10       3.913642588273e-12       1.613295266397e-12       0.000000000000e+00 
  639       2.551957198185e-10       3.950540096426e-12       1.458189508520e-12       0.000000000000e+00 
  640       2.542253325949e-10       3.987061317421e-12       1.299596103959e-12       0.000000000000e+00 
  641       2.532730941465e-10       4.023188447617e-12       1.137568620325e-12       0.000000000000e+00 
  642       2.523396073824e-10       4.058903504902e-12       9.721615418702e-13       0.000000000000e+00 
  643       2.514254209663e-10       4.094189647584e-12       8.034326963699e-13       0.000000000000e+00 
  644       2.505308489466e-10       4.129035165177e-12       6.314505883284e-13       0.000000000000e+00 
  645       2.496561470733e-10       4.163429576814e-12       4.562872395989e-13       0.000000000000e+00 
  646       2.488015720634e-10       4.197362319667e-12       2.780157859548e-13       0.000000000000e+00 
  647       2.479673816016e-10       4.230822748689e-12       9.671048164556e-14       0.000000000000e+00 
  648       2.471538343403e-10       4.263800136372e-12      -8.755329604818e-14       0.000000000000e+00 
  649       2.463611899006e-10       4.296283672491e-12      -2.746990422585e-13       0.000000000000e+00 
  650       2.455897088725e-10       4.328262463855e-12      -4.646491199746e-13       0.000000000000e+00 
  651       2.448396528155e-10       4.359725534062e-12      -6.573247554877e-13       0.000000000000e+00 
  652       2.441112842591e-10       4.390661823241e-12      -8.526460338345e-13       0.000000000000e+00 
  653       2.434048667034e-10       4.421060187809e-12      -1.050531894242e-12       0.000000000000e+00 
  654       2.427206646194e-10       4.450909400216e-12      -1.250900125574e-12       0.000000000000e+00 
  655       2.420589434496e-10       4.480198148698e-12      -1.453667361769e-12       0.000000000000e+00 
  656       2.414199696087e-10       4.508915037027e-12      -1.658749077294e-12       0.000000000000e+00 
  657       2.408040104836e-10       4.537048584260e-12      -1.866059582581e-12       0.000000000000e+00 
  658       2.402113344345e-10       4.564587224487e-12      -2.075512019475e-12       0.000000000000e+00 
  659       2.396422107950e-10       4.591519306587e-12      -2.287018356677e-12       0.000000000000e+00 
  660       2.390969098728e-10       4.617833093969e-12      -2.500489385190e-12       0.000000000000e+00 
  661       2.385757029501e-10       4.643516764333e-12      -2.715834713762e-12       0.000000000000e+00 
  662       2.380788622841e-10       4.668558409410e-12      -2.932962764330e-12       0.000000000000e+00 
  663       2.376066611075e-10       4.692946034717e-12      -3.151780767467e-12       0.000000000000e+00 
  664       2.371593736291e-10       4.716667559308e-12      -3.372194757823e-12       0.000000000000e+00 
  665       2.367372750344e-10       4.739710815520e-12      -3.594109569571e-12       0.000000000000e+00 
  666       2.363406414856e-10       4.762063548727e-12      -3.817428831852e-12       0.000000000000e+00 
  667       2.359697501229e-10       4.783713417086e-12      -4.042054964218e-12       0.000000000000e+00 
  668       2.356248790641e-10       4.804647991292e-12      -4.267889172077e-12       0.000000000000e+00 
  669       2.353063074059e-10       4.824854754323e-12      -4.494831442138e-12       0.000000000000e+00 
  670       2.350143152238e-10       4.844321101193e-12      -4.722780537854e-12       0.000000000000e+00 
  671       2.347491278879e-10       4.863035964572e-12      -4.951637179691e-12       0.000000000000e+00 
  672       2.345107476791e-10       4.880994730914e-12      -5.181313670980e-12       0.000000000000e+00 
  673       2.342991185157e-10       4.898194430635e-12      -5.411724472175e-12       0.000000000000e+00 
  674       2.341141812926e-10       4.914632122103e-12      -5.642783031267e-12       0.000000000000e+00 
  675       2.339558738676e-10       4.930304891812e-12      -5.874401780071e-12       0.000000000000e+00 
  676       2.338241310465e-10       4.945209854573e-12      -6.106492130524e-12       0.000000000000e+00 
  677       2.337188845691e-10       4.959344153691e-12      -6.338964470972e-12       0.000000000000e+00 
  678       2.336400630949e-10       4.972704961147e-12      -6.571728162466e-12       0.000000000000e+00 
  679       2.335875921885e-10       4.985289477789e-12      -6.804691535050e-12       0.000000000000e+00 
  680       2.335613943058e-10       4.997094933502e-12      -7.037761884057e-12       0.000000000000e+00 
  681       2.335613887791e-10       5.008118587403e-12      -7.270845466396e-12       0.000000000000e+00 
  682       2.335874918031e-10       5.018357728016e-12      -7.503847496850e-12       0.000000000000e+00 
  683       2.336396164207e-10       5.027809673456e-12      -7.736672144363e-12       0.000000000000e+00 
  684       2.337176725083e-10       5.036471771614e-12      -7.969222528334e-12       0.000000000000e+00 
  685       2.338215667618e-10       5.044341400339e-12      -8.201400714908e-12       0.000000000000e+00 
  686       2.339512026823e-10       5.051415967618e-12      -8.433107713269e-12       0.000000000000e+00 
  687       2.341064805615e-10       5.057692911762e-12      -8.664243471933e-12       0.000000000000e+00 
  688       2.342872974678e-10       5.063169701586e-12      -8.894706875036e-12       0.000000000000e+00 
  689       2.344935472313e-10       5.067843836596e-12      -9.124395738630e-12       0.000000000000e+00 
  690       2.347251204305e-10       5.071712847166e-12      -9.353206806973e-12       0.000000000000e+00 
  691       2.349819043769e-10       5.074774294725e-12      -9.581035748822e-12       0.000000000000e+00 
  692       2.352637831015e-10       5.077025771936e-12      -9.807777153721e-12       0.000000000000e+00 
  693       2.355706373401e-10       5.078464902884e-12      -1.003332452830e-11       0.000000000000e+00 
  694       2.359023445191e-10       5.079089343254e-12      -1.025757029257e-11       0.000000000000e+00 
  695       2.362587787410e-10       5.078896780515e-12      -1.048040577618e-11       0.000000000000e+00 
  696       2.366398107704e-10       5.077884934102e-12      -1.070172121478e-11       0.000000000000e+00 
  697       2.370453080195e-10       5.076051555603e-12      -1.092140574623e-11       0.000000000000e+00 
  698       2.374751345336e-10       5.073394428935e-12      -1.113934740695e-11       0.000000000000e+00 
  699       2.379291509773e-10       5.069911370531e-12      -1.135543312821e-11       0.000000000000e+00 
  700       2.384072146196e-10       5.065600229522e-12      -1.156954873237e-11       0.000000000000e+00 
  701       2.389091486375e-10       5.060460249822e-12      -1.178158722445e-11       0.000000000000e+00 
  702       2.394346493540e-10       5.054496187097e-12      -1.199147386345e-11       0.000000000000e+00 
  703       2.399833770419e-10       5.047714277794e-12      -1.219914160515e-11       0.000000000000e+00 
  704       2.405549864102e-10       5.040120885507e-12      -1.240452285245e-11       0.000000000000e+00 
  705       2.411491265820e-10       5.031722501493e-12      -1.260754945374e-11       0.000000000000e+00 
  706       2.417654410729e-10       5.022525745187e-12      -1.280815270112e-11       0.000000000000e+00 
  707       2.424035677689e-10       5.012537364715e-12      -1.300626332879e-11       0.000000000000e+00 
  708       2.430631389049e-10       5.001764237411e-12      -1.320181151134e-11       0.000000000000e+00 
  709       2.437437810430e-10       4.990213370329e-12      -1.339472686205e-11       0.000000000000e+00 
  710       2.444451150501e-10       4.977891900762e-12      -1.358493843123e-11       0.000000000000e+00 
  711       2.451667560769e-10       4.964807096752e-12      -1.377237470452e-11       0.000000000000e+00 
  712       2.459083135354e-10       4.950966357610e-12      -1.395696360120e-11       0.000000000000e+00 
  713       2.466693910776e-10       4.936377214424e-12      -1.413863247252e-11       0.000000000000e+00 
  714       2.474495865734e-10       4.921047330581e-12      -1.431730810001e-11       0.000000000000e+00 
  715       2.482484920890e-10       4.904984502277e-12      -1.449291669379e-11       0.000000000000e+00 
  716       2.490656938650e-10       4.888196659035e-12      -1.466538389088e-11       0.000000000000e+00 
  717       2.499007722946e-10       4.870691864215e-12      -1.483463475352e-11       0.000000000000e+00 
  718       2.507533019018e-10       4.852478315534e-12      -1.500059376750e-11       0.000000000000e+00 
  719       2.516228513196e-10       4.833564345579e-12      -1.516318484045e-11       0.000000000000e+00 
  720       2.525089832683e-10       4.813958422321e-12      -1.532233130018e-11       0.000000000000e+00 
  721       2.534112545336e-10       4.793669149631e-12      -1.547795589295e-11       0.000000000000e+00 
  722       2.543292159448e-10       4.772705267791e-12      -1.562998078184e-11       0.000000000000e+00 
  723       2.552624123531e-10       4.751075654017e-12      -1.577832754505e-11       0.000000000000e+00 
  724       2.562103826096e-10       4.728789322964e-12      -1.592291717417e-11       0.000000000000e+00 
  725       2.571726595438e-10       4.705855427248e-12      -1.606367007256e-11       0.000000000000e+00 
  726       2.581487699414e-10       4.682283257958e-12      -1.620050605362e-11       0.000000000000e+00 
  727       2.591382345231e-10       4.658082245170e-12      -1.633334433911e-11       0.000000000000e+00 
  728       2.601405679220e-10       4.633261958465e-12      -1.646210355751e-11       0.000000000000e+00 
  729       2.611552786627e-10       4.607832107439e-12      -1.658670174225e-11       0.000000000000e+00 
  730       2.621818691387e-10       4.581802542223e-12      -1.670705633011e-11       0.000000000000e+00 
  731       2.632198355910e-10       4.555183253993e-12      -1.682308415949e-11       0.000000000000e+00 
  732       2.642686753142e-10       4.527984844046e-12      -1.693471194869e-11       0.000000000000e+00 
  733       2.653279084759e-10       4.500219940221e-12      -1.704190796328e-11       0.000000000000e+00 
  734       2.663970566886e-10       4.471901809719e-12      -1.714465097635e-11       0.000000000000e+00 
  735       2.674756358014e-10       4.443043893718e-12      -1.724291984641e-11       0.000000000000e+00 
  736       2.685631558796e-10       4.413659807995e-12      -1.733669351796e-11       0.000000000000e+00 
  737       2.696591211846e-10       4.383763343544e-12      -1.742595102224e-11       0.000000000000e+00 
  738       2.707630301539e-10       4.353368467194e-12      -1.751067147782e-11       0.000000000000e+00 
  739       2.718743753807e-10       4.322489322234e-12      -1.759083409128e-11       0.000000000000e+00 
  740       2.729926435935e-10       4.291140229026e-12      -1.766641815790e-11       0.000000000000e+00 
  741       2.741173156364e-10       4.259335685630e-12      -1.773740306228e-11       0.000000000000e+00 
  742       2.752478664489e-10       4.227090368419e-12      -1.780376827899e-11       0.000000000000e+00 
  743       2.763837650451e-10       4.194419132703e-12      -1.786549337327e-11       0.000000000000e+00 
  744       2.775244744941e-10       4.161337013345e-12      -1.792255800166e-11       0.000000000000e+00 
  745       2.786694518999e-10       4.127859225384e-12      -1.797494191268e-11       0.000000000000e+00 
  746       2.798181483807e-10       4.094001164651e-12      -1.802262494745e-11       0.000000000000e+00 
  747       2.809700090490e-10       4.059778408390e-12      -1.806558704039e-11       0.000000000000e+00 
  748       2.821244729915e-10       4.025206715878e-12      -1.810380821986e-11       0.000000000000e+00 
  749       2.832809732489e-10       3.990302029046e-12      -1.813726860881e-11       0.000000000000e+00 
  750       2.844389367955e-10       3.955080473096e-12      -1.816594842546e-11       0.000000000000e+00 
